"Artist and Title","Days","Pk","(x?)","Total","Today"
"Internet Money & Gunna - Lemonade","149","3","(x13)","1,493,443","0"
"Swedish House Mafia & The Weeknd - Moth To A Flame","199","8","","1,487,060","0"
"Jul - J'fais plaisir à la zone","328","40","","1,486,003","1,251"
"Ramil' - Сияй","293","67","","1,484,603","120"
"Måneskin - ZITTI E BUONI","213","3","(x5)","1,480,511","0"
"David Guetta, Anne-Marie & Coi Leray - Baby Don't Hurt Me","184","6","","1,470,362","0"
"Clean Bandit - I Miss You","207","10","","1,462,677","0"
"GIMS - NINAO","354","21","","1,462,666","780"
"Harry Styles - Sign of the Times","222","26","","1,444,402","1,441"
"Ed Sheeran - Eyes Closed","169","2","(x13)","1,444,378","0"
"Jul - J'ai tout su","176","36","","1,442,664","797"
"Selena Gomez - Back to You","176","8","","1,433,333","0"
"twocolors - Lovefool","295","23","","1,430,036","0"
"Justin Bieber - Holy","189","3","(x4)","1,429,042","0"
"Y2K & bbno$ - Lalala","199","6","","1,425,161","0"
"ANNA ASTI - Феникс","323","53","","1,424,050","140"
"Rita Ora - Your Song","192","18","","1,424,021","0"
"Toto - Africa","143","68","","1,421,151","1,617"
"Minelli - Rampampam","407","28","","1,418,500","0"
"Clean Bandit - Symphony","202","13","","1,417,841","0"
"Oliver Tree & Robin Schulz - Miss You","195","8","","1,415,081","0"
"Kendrick Lamar - HUMBLE.","290","22","","1,412,900","0"
"CKay - love nwantiti","180","5","","1,402,250","0"
"Kanye West & Lil Pump - I Love It","136","2","(x12)","1,400,661","0"
"Pop Smoke - What You Know Bout Love","192","7","","1,399,536","0"
"sombr - undressed","374","26","","1,399,519","2,313"
"Скриптонит - Цепи","305","103","","1,397,987","0"
"Bonez MC & Raf Camora - 500 PS","251","47","","1,395,494","0"
"Taylor Swift - You Need To Calm Down","273","6","","1,393,562","4"
"Lil Nas X - STAR WALKIN'","254","15","","1,390,739","0"
"Post Malone - Chemical","251","14","","1,380,383","0"
"Justin Bieber - Yummy","119","2","(x9)","1,379,791","0"
"Nathan Evans, 220 KID & Billen Ted - Wellerman","219","10","","1,378,399","0"
"6ix9ine - FEFE","138","3","(x2)","1,377,471","0"
"Adele - Rolling In the Deep","207","27","","1,374,643","324"
"Sevdaliza, Pabllo Vittar & Yseult - Alibi","143","3","(x7)","1,364,127","0"
"Anne-Marie - 2002","203","18","","1,362,327","0"
"The Ronettes - Sleigh Ride","224","11","","1,361,080","0"
"Miyagi & Andy Panda - Marmalade","356","58","","1,358,760","0"
"Basta - На заре","418","57","","1,357,038","814"
"XOLIDAYBOY - Моя хулиганка","254","62","","1,356,519","296"
"Soolking & Gazo - Casanova","306","17","","1,356,329","0"
"The Neighbourhood - Sweater Weather","245","44","","1,356,305","2,020"
"Eminem - Godzilla","133","2","(x6)","1,355,453","0"
"Justin Bieber & benny blanco - Lonely","176","3","(x2)","1,347,709","0"
"Sam Smith - How Do You Sleep","172","9","","1,346,521","0"
"Lil Pump - Gucci Gang","149","7","","1,346,388","0"
"Kodak Black - ZEZE","153","6","","1,345,760","0"
"Sam Feldt - Post Malone","296","20","","1,344,103","0"
"Gazo - FLEURS","350","45","","1,343,761","0"
"Adam Port, Stryv & Malachiii - Move","346","11","","1,343,678","246"
"PinkPantheress - Stateside","121","2","(x2)","1,342,963","10,475"
"David Guetta, Bebe Rexha & J Balvin - Say My Name","238","19","","1,341,485","0"
"Duncan Laurence - Arcade","257","9","","1,341,057","0"
"ROSALÍA - DESPECHÁ","341","19","","1,331,634","0"
"Miguel - Sure Thing","171","9","","1,330,946","0"
"Olivia Rodrigo - deja vu","150","6","","1,328,915","0"
"Ariana Grande - yes, and","121","1","(x23)","1,328,073","0"
"Pop Smoke - Dior","344","18","","1,327,674","0"
"Doja Cat - Boss Bitch","163","11","","1,324,645","0"
"GIMS - SOIS PAS TIMIDE","315","31","","1,320,403","0"
"ANNA ASTI - Повело","304","70","","1,318,949","101"
"Dua Lipa & Angèle - Fever","296","39","","1,313,176","0"
"Bruno Mars, Anderson .Paak & Silk Sonic - Leave The Door Open","203","8","","1,312,048","0"
"Ed Sheeran - Perfect Duet","139","3","(x13)","1,311,027","0"
"MACAN - Кино","60","102","","1,310,454","180"
"Jason Derülo - Swalla","153","10","","1,308,981","0"
"Bruno Mars - Finesse","147","5","","1,308,821","0"
"Artik & Asti - Грустный дэнс","371","73","","1,308,710","0"
"Kygo & Selena Gomez - It Ain't Me","201","15","","1,304,307","0"
"OneRepublic - Run","348","20","","1,303,026","0"
"Kendrick Lamar & SZA - luther","184","5","","1,298,766","0"
"ANNA ASTI - Ночью на кухне","284","62","","1,297,800","127"
"Macklemore & Ryan Lewis, Macklemore & Ryan Lewis - Can't Hold Us","458","26","","1,297,535","0"
"Jax Jones & MNEK - Where Did You Go","232","14","","1,293,000","0"
"Zartmann - tau mich auf","378","34","","1,291,644","1,519"
"RAF Camora & Bonez MC - Blaues Licht","269","31","","1,290,616","0"
"Jason Derülo - Tip Toe","206","20","","1,290,428","0"
"DJ Khaled - I'm the One","129","6","","1,289,290","0"
"Jul - Oh qu'elle est belle","270","42","","1,288,965","1,160"
"Bausa - Was Du Liebe nennst","233","41","","1,286,613","0"
"Sophie Ellis-Bextor - Murder on the Dancefloor","159","2","(x1)","1,285,589","0"
"ROSALÍA & Rauw Alejandro - BESO","269","19","","1,283,183","0"
"Татьяна Куртукова - Матушка","465","90","","1,283,072","516"
"The Weeknd - In Your Eyes","207","3","(x1)","1,282,564","0"
"Elton John - Step Into Christmas","254","13","","1,278,204","0"
"Drake - Nonstop","159","2","(x1)","1,277,982","0"
"Leony - Remedy","361","32","","1,275,350","0"
"Harry Styles - Late Night Talking","189","2","(x11)","1,271,193","0"
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast - How It’s Done","146","3","(x5)","1,269,954","0"
"Paul McCartney - Wonderful Christmastime","227","9","","1,268,386","0"
"Robin Schulz - In Your Eyes","247","30","","1,267,715","0"
"МОТ - Август - это ты","201","68","","1,260,973","0"
"Ed Sheeran - Overpass Graffiti","195","6","","1,260,526","0"
"BRANYA & MACAN - Пополам","158","55","","1,260,355","0"
"Galantis, David Guetta & Little Mix - Heartbreak Anthem","199","13","","1,259,702","0"
"Luciano & Aitch - Bamba","275","21","","1,258,793","0"
"HammAli & Navai - Пустите меня на танцпол","260","100","","1,254,491","329"
"Montez - Auf & Ab","278","34","","1,252,436","0"
"Jason Derulo & Nuka - Love Not War","228","14","","1,250,614","0"
"Libianca - People","228","15","","1,250,306","0"
"David Guetta & Sia - Titanium","130","21","","1,248,891","550"
"Скриптонит - Положение","294","103","","1,247,376","0"
"Rihanna - Umbrella","211","12","","1,244,939","0"
"Kygo - Stargazing","190","21","","1,242,397","0"
"Ed Sheeran - Happier","253","50","","1,241,378","30"
"Lazza - CENERE","256","44","","1,240,229","439"
"Adele - Oh My God","151","2","(x8)","1,239,649","0"
"Женя Трофимов - Самолеты","476","76","","1,237,382","1,028"
"GIMS & La Mano 1.9 - PARISIENNE","274","27","","1,235,708","3,569"
"Meghan Trainor - Made You Look","193","9","","1,232,817","0"
"Keala Settle & The Greatest Showman Ensemble - This Is Me","292","36","","1,227,636","0"
"Macklemore - Glorious","218","19","","1,225,725","0"
"Nea - Some Say","242","35","","1,223,281","0"
"The Pogues - Fairytale of New York","324","32","","1,222,292","0"
"Ed Sheeran - Afterglow","144","3","(x2)","1,221,127","0"
"The Weeknd - Dancing In The Flames","205","3","(x2)","1,220,105","161"
"The Weeknd & Madonna - Popular","184","5","","1,218,899","0"
"Skryptonite - Цепи","132","136","","1,216,333","304"
"Michael Bublé - Holly Jolly Christmas","225","12","","1,216,221","0"
"Jason Derülo - Acapulco","317","24","","1,213,676","0"
"Drake - Money In The Grave","161","4","","1,213,622","0"
"Eminem - Lose Yourself","62","22","","1,213,273","224"
"Adam Port, Stryv, Keinemusik, Orso & Malachiii - Move","114","5","","1,212,869","0"
"Robin Schulz - All We Got","245","21","","1,212,699","0"
"Гио ПиКа & MIRAVI - Мир","372","65","","1,211,959","357"
"Cardi B - Bodak Yellow","244","26","","1,205,462","0"
"Werenoi - Pyramide","244","29","","1,205,194","703"
"Liam Payne - Strip That Down","168","23","","1,202,890","0"
"Gunna - fukumean","155","10","","1,199,832","0"
"Anuel AA, Daddy Yankee & Karol G - China","232","21","","1,199,203","0"
"Basta - Сансара","13","172","","1,198,950","893"
"Chris Brown - No Guidance","168","14","","1,196,334","0"
"Meek Mill - Going Bad","195","16","","1,194,309","0"
"Ninho - Sur paname","292","90","","1,192,645","2,206"
"Ariana Grande - breathin","172","5","","1,191,161","0"
"The Kolors - ITALODISCO","312","24","","1,190,058","0"
"Kalash - Mwaka Moon","328","40","","1,187,725","0"
"Ava Max - Salt","273","35","","1,186,433","0"
"Jul - La faille","198","51","","1,184,947","1,509"
"P!nk & Willow Sage Hart - Cover Me In Sunshine","212","21","","1,180,095","0"
"Travis Scott - MY EYES","254","5","","1,178,084","0"
"Shouse - Love Tonight","200","14","","1,175,382","0"
"Meduza & Goodboys - Piece Of Your Heart","277","24","","1,174,991","0"
"Ed Sheeran - Cross Me","126","6","","1,167,085","0"
"XXXTENTACION - Changes","196","5","","1,166,792","0"
"Oimara - Wackelkontakt","327","28","","1,166,787","972"
"Alvaro Soler - La Cintura","197","26","","1,165,337","0"
"Три дня дождя & MONA - Прощание","269","55","","1,163,582","461"
"Bruno Mars - I Just Might","113","5","","1,161,406","5,931"
"BENEE - Supalonely","164","16","","1,160,452","0"
"HammAli & Navai - Девочка-война","260","76","","1,160,439","0"
"Tiakola - Gasolina","229","31","","1,159,727","225"
"DJ Khaled - POPSTAR","154","8","","1,158,060","0"
"Silk City, Dua Lipa - Electricity","169","12","","1,155,171","0"
"Billie Eilish - No Time To Die","131","2","(x2)","1,155,105","0"
"ROSALÍA - LA FAMA","294","20","","1,154,039","0"
"W Sound, Beéle & Ovy On the Drums - La Plena","333","36","","1,150,031","1,250"
"Angèle - Balance ton quoi","308","51","","1,148,937","0"
"Angèle - Tout oublier","265","52","","1,148,063","0"
"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast - Your Idol","146","5","","1,147,151","0"
"Bad Bunny - Yonaguni","142","87","","1,146,260","1,601"
"Coez - La musica non c'è","225","94","","1,145,631","172"
"Skryptonite - Танцуй сама","144","118","","1,145,189","222"
"Imanbek & BYOR - Belly Dancer","272","21","","1,144,240","0"
"The Weeknd - Cry For Me","139","1","(x3)","1,142,565","93"
"Werenoi - Tu connais","304","72","","1,142,005","1,810"
"Alonzo - TOUT VA BIEN","244","24","","1,139,843","0"
"MiyaGi - Captain","117","92","","1,139,779","0"
"Tate McRae - she's all i wanna be","220","13","","1,138,187","0"
"ROSALÍA & Travis Scott - TKN","147","9","","1,137,869","0"
"The Weeknd & Anitta - São Paulo","177","3","(x1)","1,137,281","102"
"Shawn Mendes - If I Can't Have You","117","3","(x5)","1,134,077","0"
"Becky Hill & David Guetta - Remember","224","22","","1,131,111","0"
"Тима Белорусских - Мокрые кроссы","307","71","","1,130,972","0"
"Pop Smoke - The Woo","140","7","","1,128,246","0"
"SDM - Mr. Ocho","352","44","","1,127,964","0"
"Enrique Iglesias - SÚBEME LA RADIO","132","15","","1,125,605","0"
"Travis Scott - Butterfly Effect","200","32","","1,125,002","0"
"XXXTENTACION - Jocelyn Flores","212","3","(x1)","1,123,914","0"
"INSTASAMKA - ЗА ДЕНЬГИ ДА","333","53","","1,122,474","0"
"Big Shaq - Man's Not Hot","176","14","","1,120,015","0"
"Tyga - Ayy Macarena","155","13","","1,115,535","0"
"Central Cee - LET GO","131","3","(x6)","1,114,399","0"
"GeeGun, Artik & Asti & NILETTO - Худи","442","72","","1,113,865","0"
"Nio García, Casper Mágico & Bad Bunny - Te Boté","235","40","","1,113,333","0"
"Bad Bunny - Moscow Mule","67","33","","1,112,995","0"
"Meduza & James Carter - Bad Memories","301","25","","1,112,335","0"
"Lewis Capaldi - Forget Me","276","16","","1,112,122","0"
"P!nk - TRUSTFALL","210","14","","1,107,654","0"
"Lewis Capaldi - Bruises","254","36","","1,107,509","0"
"Danny Ocean - Me Rehúso","292","45","","1,106,954","163"
"Aya Nakamura - Copines","217","40","","1,106,920","0"
"LINKIN PARK - Numb","162","16","","1,102,941","1,194"
"HVME - Goosebumps","223","16","","1,100,106","0"
"DJ Khaled - GREECE","151","9","","1,099,066","0"
"Apache 207 - 200 km/h","193","35","","1,098,967","0"
"Clean Bandit - Rockabye","255","16","","1,098,642","0"
"Rihanna - Lift Me Up","177","1","(x4)","1,097,843","0"
"Скриптонит - Москва любит...","120","97","","1,096,347","0"
"Guns N' Roses - Sweet Child O' Mine","16","111","","1,095,888","1,090"
"Lizzo - Good As Hell","201","13","","1,093,237","0"
"Bad Bunny - VOY A LLeVARTE PA PR","206","7","","1,092,264","421"
"Bizarrap & Shakira - Shakira: Bzrp Music Sessions, Vol. 53","166","4","","1,089,622","0"
"Ed Sheeran - Thinking Out Loud","229","70","","1,089,243","0"
"Ariana Grande & Justin Bieber - Stuck with U","130","4","","1,088,698","0"
"Jazeek - AKON","367","39","","1,086,566","1,737"
"Dominic Fike - 3 Nights","229","33","","1,083,049","0"
"HammAli & Navai - Ноты","225","87","","1,081,732","218"
"Markul & Тося Чайкина - Стрелы","362","62","","1,079,584","0"
"Jax Jones - Instruction","145","18","","1,077,432","0"
"Tommy Richman - Million Dollar Baby","142","8","","1,076,190","0"
"Sabrina Carpenter - Tears","162","3","(x12)","1,070,335","301"
"LF SYSTEM - Afraid To Feel","233","23","","1,070,186","0"
"6ix9ine - GOOBA","116","2","(x5)","1,070,027","0"
"Ofenbach - Overdrive","210","22","","1,069,597","0"
"Doja Cat - Need To Know","135","10","","1,069,226","0"
"Sean Paul & David Guetta - Mad Love","176","16","","1,067,394","0"
"PASHANIM - Mittelmeer","250","34","","1,067,286","199"
"Capital Bra & Samra - Tilidin","231","28","","1,066,023","0"
"Kravz & Гио ПиКа - Где прошла ты","370","51","","1,065,910","245"
"SZA - Good Days","232","6","","1,064,941","0"
"Баста & Zivert - неболей","182","115","","1,063,806","527"
"Peter Fox - Zukunft Pink","314","38","","1,062,995","0"
"Drake - Laugh Now Cry Later","126","2","(x2)","1,061,750","0"
"Niska - Réseaux","249","38","","1,060,834","0"
"ANNA ASTI - Верю в тебя","268","62","","1,058,299","119"
"Logic - 1-800-273-8255","150","22","","1,056,947","0"
"Coldplay - Higher Power","167","6","","1,056,169","0"
"Justin Wellington - Iko Iko","167","15","","1,055,004","0"
"Ninho - Un Poco","76","80","","1,053,734","679"
"Harry Styles - Falling","231","27","","1,053,380","0"
"disiz & Theodora - melodrama","211","27","","1,049,862","4,712"
"Pinguini Tattici Nucleari - Pastello Bianco","122","101","","1,048,273","0"
"Shawn Mendes & Justin Bieber - Monster","119","2","(x7)","1,048,238","0"
"BLACKPINK - JUMP","140","3","(x3)","1,047,858","4"
"Major Lazer - Know No Better","127","16","","1,045,250","0"
"Fireboy DML & Ed Sheeran - Peru","261","29","","1,042,500","0"
"Bazzi - Mine","144","18","","1,039,628","0"
"T-Fest & Скриптонит - Ламбада","145","112","","1,038,755","0"
"Michael Bublé - Santa Claus Is Coming To Town","246","12","","1,037,401","0"
"Tinlicker & Helsloot - Because You Move Me","325","40","","1,036,270","0"
"Chris Brown - Angel Numbers / Ten Toes","156","11","","1,035,551","0"
"Coldplay - feelslikeimfallinginlove","171","5","","1,034,716","0"
"Ed Sheeran - Sapphire","176","12","","1,034,499","0"
"Элджей & Feduk - Розовое вино","279","95","","1,033,377","163"
"SIRA, Bausa & badchieff - 9 bis 9","273","47","","1,033,271","0"
"Sonny Fodera, Jazzy & D.O.D - Somedays","381","75","","1,031,931","814"
"Coldplay X BTS - My Universe","156","8","","1,031,247","0"
"Capital Bra - Neymar","201","44","","1,031,201","244"
"Regard & Raye - Secrets","164","17","","1,030,843","0"
"Alice Merton - No Roots","319","51","","1,029,814","0"
"Oasis - Don't Look Back In Anger","81","23","","1,029,206","277"
"Lady Gaga - Stupid Love","131","4","","1,028,343","0"
"Ofenbach & Nick Waterhouse - Katchi","213","25","","1,028,222","0"
"Lartiste - Mafiosa","223","45","","1,027,473","0"
"Melanie Thornton - Wonderful Dream","264","39","","1,023,880","0"
"Big Baby Tape & kizaru - 99 Problems","294","56","","1,016,254","0"
"Clean Bandit & Mabel - Tick Tock","189","17","","1,016,241","0"
"Apache 207 - Breaking your heart","294","33","","1,015,461","0"
"The Weeknd, Kendrick Lamar - Pray For Me","112","4","","1,011,360","0"
"SDM - Passat","127","66","","1,010,844","146"
"Charlie Puth - How Long","166","18","","1,010,541","0"
"Bad Bunny - Vete","28","93","","1,004,748","697"
"Justin Bieber - Anyone","115","3","(x3)","1,003,945","0"
"Hamza - KYKY2BONDY","244","23","","1,003,370","614"
"PLK - Pilote","154","47","","1,001,653","139"
"Billie Eilish - you should see me in a crown","127","12","","999,699","0"
"Halsey - You should be sad","161","19","","996,205","0"
"SDM - POUR ELLE","200","30","","993,560","0"
"Gazo & Tiakola - MAMI WATA","276","44","","988,612","96"
"Vegedream - Ramenez la coupe à la maison","222","17","","987,027","0"
"Ed Sheeran - Celestial","173","8","","986,766","0"
"Скриптонит - Это любовь","4","187","","985,608","0"
"Central Cee - Doja","107","3","(x3)","983,763","0"
"Purple Disco Machine & Sophie and the Giants - In The Dark","257","26","","983,298","0"
"OBOY - TDB","306","39","","982,972","0"
"Jung Kook & Latto - Seven","211","25","","982,723","94"
"DJ Khaled - No Brainer","96","3","(x1)","982,486","0"
"The Black Eyed Peas & J Balvin - RITMO","129","17","","980,521","0"
"Dean Lewis - How Do I Say Goodbye","210","17","","980,467","0"
"Jah Khalib - Медина","205","71","","980,070","137"
"Werenoi - Laboratoire","175","55","","976,353","1,418"
"Тима Белорусских - Незабудка","265","73","","975,549","0"
"Soolking - Suavemente","237","34","","975,283","0"
"Ariana Grande - 34+35","128","3","(x4)","974,838","0"
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast - What It Sounds Like","127","9","","973,934","6"
"Miyagi & Эндшпиль - Fire Man","11","108","","972,984","116"
"Leona Lewis - One More Sleep","251","32","","970,877","0"
"Elton John - I'm Still Standing","87","39","","970,029","922"
"Jul - Pic et pic, alcool et drame","114","51","","969,841","1,309"
"Måneskin - THE LONELIEST","229","13","","969,108","0"
"Olly - Balorda nostalgia","360","43","","965,654","1,219"
"Gazo - RAPPEL","227","29","","963,343","0"
"Ozuna - Baila Baila Baila","225","29","","960,671","0"
"Michael Jackson - Billie Jean","64","2","(x6)","960,131","19,352"
"Martin Garrix & David Guetta - So Far Away","161","22","","958,781","0"
"Alec Benjamin - Let Me Down Slowly","244","52","","957,715","0"
"Егор Крид - Потрачу","151","107","","956,143","0"
"MOLIY, Silent Addy, Skillibeng & Shenseea - Shake It To The Max","143","7","","954,279","0"
"Capital Bra, Samra & Lea - 110","189","25","","953,752","0"
