"Video","Views","Yesterday"
"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S","1,283,321,104","75,740"
"Sam Smith - Stay With Me (Official Music Video)","1,279,724,525","127,366"
"Lyrical: Tum Hi Aana | Marjaavaan | Riteish D, Sidharth M, Tara S |Jubin Nautiyal,Payal Dev,Kunaal V","1,279,505,571","733,571"
"The Verve - Bitter Sweet Symphony","1,279,450,188","347,860"
"Romeo Santos - La Diabla/Mi Santa (Official Video) ft. Tomatito","1,279,284,816","474,298"
"Dil Laga Liya Maine Tumse Pyaar Karke | Dil Hai Tumhaara | Preity Zinta | Alka Yagnik, Udit Narayan","1,275,380,556","178,245"
"Lewis Capaldi - Someone You Loved","1,275,039,142","682,973"
"Nelly Furtado - Say It Right (Official Music Video)","1,270,168,085","439,060"
"I Don't Want To Talk About It (from One Night Only! Rod Stewart Live at Royal Albert Hall)","1,269,211,942","403,610"
"Tove Lo - Habits (Stay High) - Hippie Sabotage Remix","1,268,764,468","200,623"
"Michel Teló - Ai Se Eu Te Pego -  Video Oficial (Assim você me mata)","1,266,184,077","158,399"
"Imagine Dragons - Demons (Official Music Video)","1,264,753,937","198,617"
"David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)","1,263,079,295","105,279"
"Official Video: Humnava Mere Song | Jubin Nautiyal | Manoj Muntashir | Rocky - Shiv | Bhushan Kumar","1,261,194,846","556,777"
"Don Omar - Taboo","1,261,188,081","388,830"
"DJ Snake, Lil Jon - Turn Down for What","1,260,914,200","110,789"
"Bruno Mars - Grenade (Official Music Video)","1,260,725,875","140,381"
"Khalid - Better (Official Video)","1,260,359,308","415,206"
"No Doubt - Don't Speak (Official 4K Music Video)","1,259,259,173","332,381"
"Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]","1,259,133,262","132,585"
"Sia - Cheap Thrills (Performance Edit)","1,256,545,309","402,609"
"Hoobastank - The Reason (Official Music Video)","1,256,357,188","314,200"
"Bella, Wolfine - Video Oficial","1,255,978,816","282,852"
"Ricardo Arjona - Historia De Taxi  (Video)","1,255,266,354","378,735"
"Justin Bieber - Beauty And A Beat (Official Music Video) ft. Nicki Minaj","1,255,150,704","1,761,435"
"Bruno Mars - Locked Out Of Heaven (Official Music Video)","1,251,552,536","472,133"
"Rihanna - Umbrella (Orange Version) (Official Music Video) ft. JAŸ-Z","1,249,291,557","358,485"
"'Abhi Toh Party Shuru Hui Hai' Full Video Song | Khoobsurat | Badshah | Sonam Kapoor | Aastha","1,249,214,949","540,531"
"Jhoome Jo Pathaan Song | Shah Rukh Khan, Deepika | Vishal & Sheykhar, Arijit Singh, Sukriti, Kumaar","1,247,841,376","294,150"
"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh","1,247,686,328","265,259"
"Toto - Africa (Official HD Video)","1,246,148,320","433,578"
"Cali Y El Dandee - Por Fin Te Encontré ft. Juan Magán, Sebastián Yatra","1,241,692,707","250,367"
"Ariana Grande - Break Free (Official Video) ft. Zedd","1,241,683,137","76,734"
"BAD BUNNY - AMORFODA (Video Oficial)","1,239,880,635","157,522"
"DJ Snake ft. Justin Bieber - Let Me Love You [Lyric Video]","1,239,029,276","192,615"
"Grupo Frontera x Grupo Firme - EL AMOR DE SU VIDA (Video Oficial)","1,238,916,618","836,145"
"Miley Cyrus - Wrecking Ball (Official Video)","1,237,188,084","66,709"
"Dynoro & Gigi D’Agostino - In My Mind","1,235,383,604","71,503"
"Foster The People - Pumped Up Kicks (Official Video)","1,233,139,881","240,560"
"Saad Lamjarred - LM3ALLEM (Exclusive Music Video) |  (سعد لمجرد - لمعلم (فيديو كليب حصري","1,231,048,858","174,824"
"Phir Bhi Tumko Chaahunga - Full Song | Arijit Singh | Arjun K & Shraddha K | Mithoon, Manoj M","1,230,457,341","386,730"
"Maroon 5 - One More Night (Official Music Video)","1,229,417,137","198,202"
"Usher - Yeah! (Official Video) ft. Lil Jon, Ludacris","1,229,400,391","413,127"
"Maroon 5 - Memories (Official Video)","1,225,839,082","274,465"
"Maluma - Cuatro Babys (Official Video) ft. Trap Capos, Noriel, Bryant Myers, Juhn","1,223,276,835","175,104"
"Iggy Azalea - Fancy ft. Charli XCX","1,219,163,875","100,293"
"Rihanna - Stay ft. Mikky Ekko","1,217,224,220","161,631"
"Stromae - papaoutai (Official Video)","1,215,635,463","503,598"
"Scorpions - Wind Of Change (Official Music Video)","1,214,862,382","190,862"
"Miley Cyrus - Flowers (Official Video)","1,213,621,875","560,944"
"Daru Badnaam | Kamal Kahlon & Param Singh | Official Video | Pratik Studio | Latest Punjabi Songs","1,210,982,540","194,748"
"Travesuras - Nicky Jam | Video Oficial","1,209,949,543","99,446"
"LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO","1,207,707,960","273,184"
"Maluma - Hawái (Official Video)","1,207,091,809","207,969"
"Lil Pump - Gucci Gang [Official Music Video]","1,204,007,318","43,069"
"AC/DC - Back In Black (Official 4K Video)","1,201,611,439","285,962"
"Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO]","1,199,398,639","140,340"
"8 Parche | Baani Sandhu | Gur Sidhu | Gurneet Dosanjh | Punjabi Song | Ishtar Punjabi #punjabisong","1,198,855,902","553,254"
"Ylvis - The Fox (What Does The Fox Say?) [Official music video HD]","1,197,740,337","108,775"
"David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)","1,191,974,198","178,126"
"Willy William - Ego (Clip Officiel)","1,191,782,960","210,681"
"Survivor - Eye Of The Tiger (Official HD Video)","1,191,110,853","282,552"
"Rihanna - We Found Love ft. Calvin Harris","1,190,922,059","113,958"
"FILHALL | Akshay Kumar Ft Nupur Sanon | BPraak | Jaani | Arvindr Khaira | Ammy Virk | DESI MELODIES","1,189,996,441","54,949"
"संकटमोचन हनुमान अष्टक, Sankat Mochan Hanuman Ashtak,HARIHARAN,Hindi, English Lyrics, Hanuman Chalisa","1,189,743,622","1,027,919"
"KAROL G, Mariah Angeliq - EL MAKINON (Official Video)","1,188,789,885","155,479"
"Nicki Minaj - Anaconda","1,183,759,334","77,678"
"Michael Jackson - Smooth Criminal (Official Video)","1,181,994,399","1,414,550"
"Juice WRLD - Lucid Dreams (Official Music Video)","1,181,605,266","229,240"
"Akon - Right Now (Na Na Na) (Official Video)","1,180,674,995","568,644"
"Thalia - Desde Esa Noche (Premio Lo Nuestro 2016) ft. Maluma","1,180,416,642","145,163"
"David Guetta & Showtek - Bad ft.Vassy (Lyrics Video)","1,178,221,216","147,572"
"Miyagi & Эндшпиль feat. Рем Дигга - I Got Love (Official Video)","1,176,968,392","381,506"
"LMFAO - Sexy and I Know It","1,173,930,149","267,120"
"Post Malone - Psycho (Official Music Video) ft. Ty Dolla $ign","1,173,195,011","157,899"
"will.i.am - Scream & Shout ft. Britney Spears","1,173,115,599","176,210"
"Disturbed  - The Sound Of Silence (Official Music Video) [4K UPGRADE]","1,171,541,766","215,650"
"System Of A Down - Toxicity (Official HD Video)","1,171,079,921","394,451"
"Ariana Grande - Into You (Official Video)","1,170,580,920","171,309"
"Chatak Matak (Official Video) | Sapna Choudhary | Renuka Panwar | New Haryanvi Songs Haryanavi 2026","1,170,233,449","144,215"
"Kala Chashma | Baar Baar Dekho | Sidharth M Katrina K | Prem, Hardeep, Badshah, Kam, Neha, Indeep","1,169,332,373","271,377"
"Post Malone - White Iverson","1,169,173,575","118,366"
"Britney Spears - ...Baby One More Time (Official Video)","1,167,667,797","423,887"
"Bon Jovi - Always (Official Music Video)","1,167,139,995","255,824"
"Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video)","1,166,064,606","435,426"
"Nacho, Yandel, Bad Bunny - Báilame (Remix)","1,165,317,521","178,014"
"MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO)","1,165,256,960","123,117"
"Enrique Iglesias - DUELE EL CORAZON ft. Wisin","1,163,687,362","73,509"
"BAD BUNNY - SOY PEOR (Video Oficial)","1,163,374,979","144,575"
"Guru Randhawa: Lahore (Official Video) Bhushan Kumar | Vee | DirectorGifty | T-Series","1,161,266,240","103,662"
"John Newman - Love Me Again","1,160,646,266","201,967"
"One Direction - Night Changes","1,160,515,368","508,276"
"Eminem - The Real Slim Shady (Official Video - Clean Version)","1,160,002,289","312,765"
"Dalex - Hola Remix ft. Lenny Tavárez, Chencho Corleone, Juhn ""El All Star"" (Video Lírico Oficial)","1,158,365,676","443,985"
"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life) (Official Music Video)","1,156,102,526","135,020"
"Luis Ángel Gómez Jaramillo, Gael García Bernal - Un Poco Loco (De ""Coco"")","1,155,219,778","249,579"
"Shakira - Perro Fiel (Official Video) ft. Nicky Jam","1,154,044,378","128,048"
"Tom Odell - Another Love (Official Video)","1,151,410,478","223,399"
"Jagga Jasoos: Galti Se Mistake Video Song | Ranbir, Katrina | Pritam, Arijit, Amit | Amitabh B","1,151,202,040","305,517"
"Pharrell Williams - Happy (Official Music Video)","1,142,581,226","12,567"
"Marc Anthony - Flor Pálida (Official Video)","1,142,443,978","229,852"
"Bad Bunny ft. Chencho Corleone - Me Porto Bonito (Video Oficial) | Un Verano Sin Ti","1,140,701,640","402,637"
"Halsey - Without Me","1,139,320,480","395,676"
"50 Cent - Candy Shop (Official Music Video) ft. Olivia","1,138,980,698","268,265"
"Madonna - La Isla Bonita (Official Video)","1,138,644,668","531,608"
"Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)","1,138,328,957","299,926"
"Camila Cabello - Havana (Official Video) ft. Young Thug","1,138,291,636","81,664"
"Miley Cyrus - Party In The U.S.A. (Official Video)","1,137,065,188","310,350"
"Little Mix - Black Magic (Official Video)","1,136,041,206","147,311"
"Travis Scott - goosebumps (Official Video) ft. Kendrick Lamar","1,133,300,410","175,576"
"Gorillaz - Feel Good Inc. (Official Video)","1,131,164,430","409,257"
"One Direction - Drag Me Down (Official Video)","1,130,275,772","83,452"
"Rihanna - What's My Name? ft. Drake","1,128,794,033","282,868"
"Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*","1,128,379,683","108,432"
"La Adictiva Banda San José de Mesillas - Después de Ti, ¿Quién?","1,125,707,270","246,177"
"Jaha Tum Rahoge | Maheruh | Amit Dolawat & Drisha More | Altamash Faridi | Kalyan Bhardhan","1,125,216,575","186,407"
"6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz","1,125,125,382","77,342"
"Michael Jackson - Thriller (Official 4K Video)","1,123,560,367","1,234,466"
"Jay Wheeler - La Curiosidad ft. Myke Towers (Official Video)","1,120,056,996","391,023"
"Yuridia, Ángela Aguilar - Qué Agonía (Video Oficial)","1,118,970,500","308,682"
"Reik - Me Niego ft. Ozuna, Wisin","1,117,534,976","74,517"
"R. City - Locked Away (Official Video) ft. Adam Levine","1,116,312,926","144,892"
"Vaina Loca - Ozuna x Manuel Turizo (Video Oficial)","1,116,220,025","39,094"
"HA-ASH - Perdón, Perdón (Primera Fila - Hecho Realidad [En Vivo])","1,113,889,190","106,323"
"Katy Perry - The One That Got Away (Official Music Video)","1,112,117,936","219,316"
"Wham! - Last Christmas (Official Video)","1,108,475,626","39,256"
"Kendrick Lamar - HUMBLE.","1,104,046,596","150,536"
"JESSE & JOY – ¡Corre! (Video Oficial)","1,102,455,573","93,871"
"Mau y Ricky, Manuel Turizo, Camilo - Desconocidos (Official Video)","1,101,434,385","127,129"
"Maluma - Sin Contrato (Official Video)","1,100,169,770","30,034"
"Nicki Minaj - Super Bass (Official Video)","1,099,041,391","119,531"
"Dua Lipa - Levitating Featuring DaBaby (Official Music Video)","1,098,632,062","504,314"
"Maroon 5 - Girls Like You ft. Cardi B (Volume 2) (Official Music Video)","1,098,486,336","135,974"
"Sebastián Yatra - No Hay Nadie Más (Official Video)","1,096,765,394","125,550"
"Tainy, J. Balvin - Agua (Music From ""Sponge On The Run"" Movie)","1,094,344,123","135,565"
"Any Gabrielly - Saber Quem Sou (De ""Moana"")","1,093,994,563","285,759"
"Evanescence - My Immortal (Official HD Music Video)","1,093,594,611","193,199"
"Karol G, Bad Bunny - Ahora Me Llama (Official Video)","1,093,532,501","70,323"
"Soltera Remix - Lunay X Daddy Yankee X Bad Bunny ( Video Oficial )","1,092,840,893","184,388"
"ABBA - Dancing Queen (Official Music Video)","1,092,781,273","337,262"
"Grupo Frontera x Bad Bunny - UN X100TO (Video Oficial)","1,092,669,555","457,270"
"Clean Bandit - Solo (feat. Demi Lovato) [Official Video]","1,089,347,581","113,674"
"The Kid LAROI, Justin Bieber - STAY (Official Video)","1,087,708,200","439,634"
"Full Song: O SAKI SAKI | Batla House | Nora Fatehi, Tanishk B,Neha K,Tulsi K, B Praak,Vishal-Shekhar","1,086,852,618","423,241"
"Daddy Yankee - Que Tire Pa' 'Lante (Video Oficial)","1,085,772,594","115,841"
"BTS (방탄소년단) 'Butter' Official MV","1,083,604,825","222,086"
"Waka Waka (Esto es Africa) (Cancion Oficial de la Copa Mundial de la FIFA� Sudafrica 2010)","1,083,012,846","241,134"
"Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video)","1,082,361,162","253,130"
"J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video)","1,081,875,619","76,119"
"JENNIE - 'SOLO' M/V","1,081,603,840","77,028"
"Coldplay - A Sky Full Of Stars (Official Video)","1,075,226,703","346,826"
"Major Lazer - Cold Water (feat. Justin Bieber & MØ) [Official Lyric Video]","1,075,110,945","57,256"
"Khalid - Young Dumb & Broke (Official Video)","1,073,506,397","193,337"
"BLACKPINK - ‘Pink Venom’ M/V","1,071,464,381","252,892"
"Imagine Dragons - Whatever It Takes (Official Music Video)","1,070,801,026","176,942"
"Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth","1,070,781,614","125,810"
"Eminem - When I'm Gone (Official Music Video)","1,070,199,935","113,725"
"Katy Perry - Wide Awake (Official Video)","1,070,081,619","61,914"
"One Direction - Story of My Life","1,069,066,039","67,783"
"Badshah – Genda Phool | Jacqueline Fernandez | Payal Dev | Hit Anthem of the Year 2021","1,067,941,064","126,270"
"The Weeknd - Call Out My Name (Official Video)","1,067,675,543","211,730"
"Bad Bunny - Tití Me Preguntó (Video Oficial) | Un Verano Sin Ti","1,066,499,109","469,337"
"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar,  Kumar S","1,066,273,159","140,569"
"Banda Los Recoditos - Mi Último Deseo (Video Oficial)","1,061,308,578","390,303"
"Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO]","1,058,093,991","276,854"
"Esperándote - MTZ Manuel Turizo | Video Oficial","1,057,753,366","240,683"
"3 Doors Down - Here Without You (Official Music Video)","1,056,289,608","258,643"
"Beyoncé - Single Ladies (Put a Ring on It) (Video Version)","1,056,114,931","121,532"
"Milky Chance - Stolen Dance (Official 4K Music Video)","1,053,474,705","178,563"
"Anne-Marie - 2002 [Official Video]","1,051,718,200","263,602"
"Pitbull - International Love (Official Video) ft. Chris Brown","1,051,488,932","193,967"
"Coldplay - Viva La Vida (Official Video)","1,047,931,995","292,830"
"Bryan Adams - Please Forgive Me (Official Music Video)","1,047,489,723","257,165"
"Ozuna - Síguelo Bailando (Video Oficial)","1,047,341,659","38,787"
"#Video - #Rap Song - हैलो कौन - #Ritesh Pandey,Sneh Upadhya - Hello Koun - New Bhojpuri Song 2023","1,045,771,368","89,303"
"Piso 21 - Me Llamas (feat. Maluma) [Remix] | Video Oficial","1,045,417,776","226,444"
"Sebastián Yatra, Mau y Ricky - Ya No Tiene Novio (Official Video)","1,044,666,691","94,329"
"Aya Nakamura - Djadja (Clip officiel)","1,043,868,107","123,691"
"'PREM RATAN DHAN PAYO' Title Song (Full VIDEO) | Salman Khan, Sonam Kapoor | Palak Muchhal T-Series","1,043,313,737","190,571"
"Ayo & Teo - Rolex (Official Video)","1,043,282,583","42,829"
"Gorillaz - Clint Eastwood (Official Video)","1,040,823,121","408,944"
"Bad Bunny - Yonaguni (Video Oficial)","1,040,809,693","249,497"
"Ozuna - El Farsante (Audio Oficial) | Odisea","1,040,544,074","86,081"
"Becky G, Paulo Londra - Cuando Te Besé (Official Video)","1,038,509,202","152,867"
"Zé Neto e Cristiano - LARGADO ÀS TRAÇAS - Zé Neto e Cristiano Acústico","1,037,286,636","135,090"
"The Pussycat Dolls - Buttons (Official Music Video) ft. Snoop Dogg","1,037,142,624","310,702"
"Ava Max - Sweet but Psycho [Official Music Video]","1,036,796,614","158,352"
"Aaj Ki Raat | Stree 2 | Tamannaah Bhatia | Sachin–Jigar | Madhubanti Bagchi | Divya K | Amitabh B","1,035,656,844","385,451"
"Ariana Grande - Focus (Official Video)","1,034,205,770","39,797"
"Rauw Alejandro & Chencho Corleone - El Efecto (Video Oficial)","1,034,125,210","560,583"
"JoJo Siwa - BOOMERANG (Official Video)","1,033,879,196","40,345"
"BTS (방탄소년단) '피 땀 눈물 (Blood Sweat & Tears)' Official MV","1,033,544,821","94,223"
"Rihanna - Man Down","1,031,795,121","163,372"
"Jason Derulo - Wiggle feat. Snoop Dogg [Official Music Video]","1,028,891,573","53,136"
"Bole Chudiyan Full Video - K3G | Amitabh, Shah Rukh, Kajol, Kareena, Hrithik | Udit Narayan","1,028,123,846","308,272"
"Titliaan | Harrdy Sandhu | Sargun Mehta | Afsana Khan | Jaani | Avvy Sra | Arvindr Khaira","1,025,998,355","168,476"
"Eminem ft. Rihanna - The Monster (Explicit) [Official Video]","1,024,202,714","173,735"
"Adele - Send My Love (To Your New Lover)","1,023,550,468","179,842"
"The Weeknd - Blinding Lights (Official Video)","1,023,276,154","345,284"
"Jessie J - Price Tag ft. B.o.B","1,022,993,430","145,351"
"Ozuna - Te Vas (Video Oficial)","1,021,581,899","158,659"
"Trem da Alegria - Yasmin Verissimo - Música Gospel Infantil 2","1,021,270,654","62,859"
"Rihanna - Only Girl (In The World)","1,020,901,655","182,651"
"Mike WiLL Made-It - 23 (Explicit) ft. Miley Cyrus, Wiz Khalifa, Juicy J","1,020,590,993","42,479"
"Billie Eilish - when the party's over","1,020,472,258","174,322"
"Juan Gabriel - Así Fue (En Vivo [Desde el Instituto Nacional de Bellas Artes])","1,018,989,411","358,192"
"We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (Olodum Mix)","1,018,374,678","153,205"
"'Chittiyaan Kalaiyaan' FULL VIDEO SONG | Roy | Meet Bros Anjjan, Kanika Kapoor | T-SERIES","1,018,352,983","331,390"
"Carla Morrison - Disfruto (letra)","1,017,495,950","228,497"
"Whitney Houston - I Have Nothing (Official HD Video)","1,014,379,493","256,156"
"Raymix - Oye Mujer","1,014,265,739","156,550"
"Badri Ki Dulhania (Title Track) Varun,Alia,Tanishk,Neha,Monali,Ikka |Badrinath Ki Dulhania|Holi Song","1,014,202,630","113,783"
"Full Video: Papa Mere Papa | Main Aisa Hi Hoon | Sushmita Sen |  Himesh Reshammiya","1,013,720,260","280,060"
"La Ocasión - De La Ghetto, Arcangel, Ozuna, Anuel Aa, Dj Luian, Mambo Kingz [Video Oficial]","1,013,291,631","152,164"
